# Avida tasks data
# Mon Mar 24 16:46:43 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 0 
5000 856 
6000 826 
7000 1088 
8000 1136 
9000 1049 
10000 915 
11000 890 
12000 1038 
13000 1160 
14000 1181 
15000 1099 
16000 1159 
17000 1114 
18000 1034 
19000 1020 
20000 934 
21000 1170 
22000 1051 
23000 880 
24000 989 
25000 906 
26000 970 
27000 1071 
28000 888 
29000 633 
30000 693 
31000 508 
32000 359 
33000 290 
34000 222 
35000 92 
36000 211 
37000 0 
38000 0 
39000 0 
40000 0 
41000 0 
42000 0 
43000 0 
44000 0 
45000 0 
46000 0 
47000 0 
48000 0 
49000 0 
50000 0 
51000 0 
52000 0 
53000 0 
54000 0 
55000 0 
56000 0 
57000 0 
58000 0 
59000 0 
60000 0 
61000 0 
62000 0 
63000 0 
64000 0 
65000 0 
66000 0 
67000 0 
68000 0 
69000 0 
70000 0 
71000 0 
72000 0 
73000 0 
74000 0 
75000 0 
76000 0 
77000 0 
78000 0 
79000 0 
80000 0 
81000 0 
82000 0 
83000 0 
84000 0 
85000 0 
86000 0 
87000 0 
88000 0 
89000 0 
90000 0 
91000 0 
92000 0 
93000 0 
94000 0 
95000 0 
96000 0 
97000 0 
98000 0 
99000 0 
100000 0 
