# Avida tasks data
# Fri Oct 31 08:57:14 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: And
#  3: Not
#  4: OrNot
#  5: Or
#  6: Nand
#  7: Equals

0 0 0 0 0 0 0 
1000 0 0 0 0 0 0 
2000 0 0 0 0 0 0 
3000 0 0 0 0 0 0 
4000 0 0 0 0 0 0 
5000 0 0 0 0 0 0 
6000 0 3 0 0 0 0 
7000 0 298 0 0 3 0 
8000 0 1011 0 0 0 0 
9000 0 1156 0 0 2 0 
10000 0 1137 0 0 0 0 
11000 0 1267 0 0 1 0 
12000 0 1252 0 0 2 0 
13000 0 1294 0 0 3 0 
14000 0 1239 492 0 33 0 
15000 0 719 2262 0 61 0 
16000 0 766 2178 0 27 0 
17000 0 1442 2445 0 16 0 
18000 0 1468 2363 1 16 0 
19000 0 1740 2490 0 34 0 
20000 0 1244 2370 295 30 0 
21000 0 979 2494 966 22 0 
22000 0 923 2498 1025 41 0 
23000 0 1051 2587 1042 20 0 
24000 0 1179 2489 1076 6 0 
25000 0 1219 2470 982 31 0 
26000 60 1489 2471 1068 19 0 
27000 1870 1990 2802 2095 32 0 
28000 1875 2054 2634 1925 43 0 
29000 1858 1819 2647 1432 29 0 
30000 1797 1784 2670 1323 36 0 
31000 1967 1829 2859 1365 91 0 
32000 1918 2049 2627 1541 45 0 
33000 1886 2012 2553 1483 22 0 
34000 1892 2216 2652 1330 32 0 
35000 1942 2055 2576 1363 37 0 
36000 1886 2156 2760 1405 39 0 
37000 1772 1973 2818 1123 17 0 
38000 1890 2000 2754 1168 35 0 
39000 1808 2144 2844 1194 41 0 
40000 1834 1921 2734 1319 55 0 
41000 1887 1889 2698 1593 39 0 
42000 1885 2062 2819 1561 8 0 
43000 1913 1903 2720 1473 18 0 
44000 1963 1876 2689 1396 20 0 
45000 1862 1895 2728 1249 37 0 
46000 1832 1765 2867 1131 23 0 
47000 1973 2091 2882 1193 29 0 
48000 1877 2027 2761 1336 34 0 
49000 1940 1682 2720 1307 45 0 
50000 1910 1841 2870 1453 91 0 
51000 1898 1898 2953 1400 79 0 
52000 1932 1623 2854 1273 39 0 
53000 1932 1765 2813 1370 44 0 
54000 1929 1888 2816 1190 32 0 
55000 1930 1942 2986 1248 40 0 
56000 1926 2004 2883 1293 43 0 
57000 1811 1823 2896 1177 21 0 
58000 1815 1615 2826 1428 14 0 
59000 1856 1806 2840 1439 48 0 
60000 1832 1710 2763 1469 51 0 
61000 1811 1844 2680 1710 31 0 
62000 1883 1948 2666 1589 33 0 
63000 1855 1599 2721 1743 99 0 
64000 1816 1787 2708 1577 72 0 
65000 1820 1916 2757 1488 73 0 
66000 1851 1850 2836 1486 53 0 
67000 1928 1990 2817 1806 47 0 
68000 1854 1857 2821 1460 151 0 
69000 1767 1928 2917 1309 191 0 
70000 1708 1920 2802 1325 325 0 
71000 1878 1941 2780 1153 343 0 
72000 1784 1846 2745 1008 306 0 
73000 1839 1870 2596 1210 156 0 
74000 1787 1889 2798 1163 196 0 
75000 1913 1947 2824 1278 114 0 
76000 1813 1932 2935 1291 76 0 
77000 1944 1801 2878 1375 216 0 
78000 1947 1737 2793 1453 378 0 
79000 1921 1720 2762 1437 442 0 
80000 1826 1909 2814 1590 351 0 
81000 1982 1831 2913 1883 276 0 
82000 1947 1989 2847 1675 322 0 
83000 1874 2205 2854 1661 163 0 
84000 1850 2079 2932 1756 182 0 
85000 1920 2040 2906 1552 99 0 
86000 1962 1975 2964 1608 77 0 
87000 1766 1956 2881 1424 24 0 
88000 1982 2119 2852 1301 34 0 
89000 1964 1941 2821 1339 11 0 
90000 1869 1941 2750 1229 24 0 
91000 2034 2257 2749 1189 13 0 
92000 2027 2368 2646 1130 41 0 
93000 1830 2107 2703 1326 16 0 
94000 1910 2045 2761 1476 80 0 
95000 2033 1971 2716 1380 50 0 
96000 1956 1956 2874 1474 32 0 
97000 1997 2356 2903 1203 66 0 
98000 1929 2288 2759 1105 91 0 
99000 1983 2588 2750 1163 252 0 
100000 1879 2039 2857 1245 388 0 
