# Avida Dominant Data
# Mon Feb 17 05:08:17 2014
#  1: Update
#  2: Average Merit of the Dominant Genotype
#  3: Average Gestation Time of the Dominant Genotype
#  4: Average Fitness of the Dominant Genotype
#  5: Repro Rate?
#  6: Size of Dominant Genotype
#  7: Copied Size of Dominant Genotype
#  8: Executed Size of Dominant Genotype
#  9: Abundance of Dominant Genotype
# 10: Number of Births
# 11: Number of Dominant Breed True?
# 12: Dominant Gene Depth
# 13: Dominant Breed In
# 14: Max Fitness?
# 15: Genotype ID of Dominant Genotype
# 16: Name of the Dominant Genotype

0 0 0 0 0 47 0 0 3600 0 0 0 0 0 1 047-aaaaa 
1000 46 132 0.348485 0.00757576 49 49 46 47 7 7 10 0 0.441441 49348 049-aabag 
2000 1504 130 11.5692 0.00769231 50 50.0001 47 359 129 104 30 1 13.4737 199693 050-aadwi 
3000 6016 127 47.3701 0.00787402 49 48.9999 47 207 44 37 44 0 48 246391 049-aafuf 
4000 6400 139 46.0432 0.00719424 53 53 50 45 9 6 49 0 49.3115 350347 053-aabwp 
5000 5888 121 48.6612 0.00826446 48 48 46 89 12 10 54 0 55.1927 478909 048-aahxs 
6000 6016 109 55.1927 0.00917431 49 49.0009 47 87 21 16 49 0 59.4747 571178 049-aanbx 
7000 5888 108 54.5185 0.00925926 48 48 46 52 17 13 53 0 57.7699 707378 048-aalcq 
8000 6144 110 55.8545 0.00909091 50 50 48 63 11 11 59 0 57.1429 831001 050-aaltq 
9000 6400 112 57.1429 0.00892857 52 52 50 54 12 8 67 0 57.7699 964448 052-aaemo 
10000 12800 112 114.286 0.00892857 52 52 50 59 16 13 70 0 116.772 1045762 052-aagdl 
11000 12544 112 112 0.00892857 51 51 49 57 17 13 71 0 125.538 1161348 051-aalcn 
12000 13056 104 125.538 0.00961538 53 52.9998 51 135 38 25 73 0 131.802 1217674 053-aaexc 
13000 13056 104 125.538 0.00961538 53 53 51 86 25 22 74 0 128 1334726 053-aahfd 
14000 13056 104 125.538 0.00961538 53 53.0002 51 60 15 11 76 0 133.12 1522635 053-aalth 
15000 13056 104 125.538 0.00961538 53 53 51 70 21 17 87 0 133.02 1733965 053-aaqsj 
16000 13056 100 130.56 0.01 53 53.0033 51 64 24 21 95 0 134.214 1934655 053-aaucu 
17000 13312 101 131.802 0.00990099 54 54 52 110 23 17 95 0 133.12 1931491 054-aafsn 
18000 13312 101 131.802 0.00990099 54 53.9997 52 66 15 14 97 0 134.337 2055074 054-aahwm 
19000 12800 99 129.293 0.010101 52 52.0014 50 75 24 21 99 0 135.529 2310079 052-aaxlg 
20000 13312 101 131.802 0.00990099 54 54 52 84 19 13 103 0 136.699 2478331 054-aapkz 
21000 12800 99 129.293 0.010101 52 52 50 63 15 11 102 0 136.699 2625751 052-aayvk 
22000 221184 104 2126.77 0.00961538 56 56 54 622 167 136 116 0 2147.42 2779726 056-aaemq 
23000 221184 104 2126.77 0.00961538 56 56 54 118 32 23 121 0 2166.15 2909722 056-aagfq 
24000 221184 103 2147.42 0.00970874 56 56 54 62 14 12 121 0 2166.15 3014922 056-aahcr 
25000 217088 103 2107.65 0.00970874 55 55.0009 53 113 27 23 122 0 2181.98 3160680 055-aakyl 
26000 225280 104 2166.15 0.00961538 55 55.0002 55 106 26 23 130 0 2202.57 3200976 055-aalii 
27000 221184 103 2147.42 0.00970874 56 56 54 104 29 25 125 0 2223.54 3447102 056-aakcx 
28000 225280 105 2145.52 0.00952381 57 57.001 55 78 17 13 126 0 2258.54 3545346 057-aadju 
29000 229376 105 2184.53 0.00952381 56 56 56 81 15 9 143 0 2258.54 3719792 056-aalvb 
30000 221184 104 2126.77 0.00961538 56 56 54 64 14 10 128 0 2258.54 3725597 056-aalww 
31000 233472 106 2202.57 0.00943396 57 57.0002 57 100 21 19 148 0 2258.54 4032611 057-aaglf 
32000 237565 107 2220.24 0.00934579 58 57.9993 58 120 31 25 156 0 2254.68 4149699 058-aadjq 
33000 233472 105 2223.54 0.00952381 57 57 57 78 27 18 152 0 2271.42 4226209 057-aaiyd 
34000 233472 105 2223.54 0.00952381 57 57 57 71 17 12 152 0 2287.86 4226209 057-aaiyd 
35000 233472 106 2202.57 0.00943396 57 57.0008 57 73 16 13 165 0 2271.42 4657987 057-aamod 
36000 245760 109 2254.68 0.00917431 60 60 60 53 13 11 174 0 2304 4808749 060-aadcr 
37000 233472 106 2202.57 0.00943396 57 57.0007 57 73 19 17 163 0 2287.86 4897736 057-aaoiw 
38000 245760 109 2254.68 0.00917431 60 60.0008 60 65 23 19 181 0 2287.86 5127211 060-aaezz 
39000 249856 112 2230.86 0.00892857 61 61 61 49 16 10 180 0 2287.86 5217344 061-aaebo 
40000 253952 112 2267.43 0.00892857 62 62 62 61 16 12 188 0 2287.86 5380967 062-aacxo 
41000 249856 111 2250.95 0.00900901 61 61.0006 61 60 9 6 190 0 2308.65 5492340 061-aafvc 
42000 3.0933e+07 110 281209 0.00909091 59 59 59 296 47 32 194 0 528769 5630909 059-aalli 
43000 6.1866e+07 118 524288 0.00847458 59 59.0003 59 77 18 15 211 0 533327 5797927 059-aanyb 
44000 6.1866e+07 118 524288 0.00847458 59 59 59 73 11 8 214 0 533327 5893025 059-aaosz 
45000 6.1866e+07 118 524288 0.00847458 59 59.0002 59 70 16 16 215 0 537965 6008053 059-aapsz 
46000 6.1866e+07 117 528769 0.00854701 59 59.0019 59 78 13 10 218 0 537965 6219801 059-aarsc 
47000 5.97688e+07 114 524288 0.00877193 57 57.0006 57 70 19 13 225 0 537965 6413490 057-aavqh 
48000 5.97688e+07 114 524288 0.00877193 57 57 57 72 18 12 230 0 542060 6506795 057-aawha 
49000 5.97687e+07 114 524287 0.00877193 57 57.0022 57 87 27 19 218 0 546693 6622001 057-aaxcs 
50000 6.08174e+07 115 528847 0.00869565 58 58 58 75 14 10 230 0 550502 6792006 058-aavmq 
51000 6.08174e+07 115 528847 0.00869565 58 57.9999 58 48 16 15 230 0 1.1705e+06 6792006 058-aavmq 
52000 2.47464e+08 215 1.151e+06 0.00465116 64 64 59 148 11 7 242 0 1.20745e+06 7057842 064-aadxq 
53000 2.47464e+08 215 1.151e+06 0.00465116 64 64 59 72 10 9 245 0 1.23647e+06 7118176 064-aafjj 
54000 2.51658e+08 210 1.19837e+06 0.0047619 64 64 60 115 11 10 243 0 1.26446e+06 7165272 064-aagsr 
55000 2.47464e+08 205 1.20714e+06 0.00487805 59 59 59 96 13 10 247 0 1.26446e+06 7263090 059-aaxqf 
56000 2.47464e+08 205 1.20714e+06 0.00487805 59 59 59 85 11 8 247 0 1.29721e+06 7346713 059-aaxrz 
57000 2.47464e+08 202 1.22507e+06 0.0049505 59 59 59 67 8 8 251 0 1.30537e+06 7389662 059-aaxuw 
58000 2.51658e+08 195 1.29056e+06 0.00512821 60 60 60 87 12 10 254 0 1.30537e+06 7525261 060-aaqku 
59000 2.68435e+08 218 1.23136e+06 0.00458716 64 64 64 92 11 8 251 0 1.31758e+06 7293412 064-aakhh 
60000 2.47464e+08 198 1.24982e+06 0.00505051 59 59 59 79 16 11 252 0 1.33954e+06 7663966 059-aazqn 
61000 2.51658e+08 195 1.29056e+06 0.00512821 60 60 60 108 15 11 253 0 1.33257e+06 7480624 060-aaqhn 
62000 2.51658e+08 196 1.28397e+06 0.00510204 60 60 60 88 13 12 256 0 1.33257e+06 7679104 060-aasdb 
63000 2.51658e+08 191 1.31758e+06 0.0052356 60 60 60 97 14 10 258 0 1.37591e+06 7861121 060-aavlz 
64000 2.55853e+08 192 1.33257e+06 0.00520833 61 61 61 70 8 5 262 0 1.3682e+06 8023602 061-aamce 
65000 2.51658e+08 189 1.33153e+06 0.00529101 60 60 60 87 6 5 260 0 1.37518e+06 7867866 060-aavpf 
66000 2.51658e+08 191 1.31758e+06 0.0052356 60 60 60 112 12 8 261 0 1.37518e+06 8140362 060-abari 
67000 2.51658e+08 187 1.34577e+06 0.00534759 61 61 60 95 8 5 270 0 1.37591e+06 8208115 061-aanjc 
68000 2.55853e+08 188 1.36092e+06 0.00531915 61 61 61 75 10 7 274 0 1.37591e+06 8310827 061-aaolh 
69000 2.55853e+08 188 1.36092e+06 0.00531915 61 61 61 58 9 6 274 0 1.37591e+06 8310827 061-aaolh 
70000 2.55853e+08 188 1.36092e+06 0.00531915 61 61 61 67 7 4 276 0 1.38323e+06 8425270 061-aapwv 
71000 2.55853e+08 188 1.36092e+06 0.00531915 61 61 61 57 6 4 269 0 1.38323e+06 8532624 061-aarsk 
72000 2.55853e+08 188 1.36092e+06 0.00531915 61 61 61 64 4 4 283 0 1.39062e+06 8622426 061-aatkm 
73000 2.55853e+08 187 1.3682e+06 0.00534759 61 61 61 66 6 5 276 0 1.39074e+06 8739044 061-aavsz 
74000 2.55853e+08 187 1.3682e+06 0.00534759 61 61 61 79 7 6 276 0 1.39074e+06 8739044 061-aavsz 
75000 2.60047e+08 188 1.38323e+06 0.00531915 62 62 62 98 13 10 276 0 1.3981e+06 8785189 062-aaibt 
